#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
nomad_invasion_desc;Èç¹ûÎÒÃÇµÄÈË¿ÚÌ«¶à£¬ÎÒÃÇ¿ÉÒÔÈëÇÖÈÎºÎÁìµØÒÔÇÀ¶áËûÃÇµÄÄÁ³¡£¡Èç¹û³É¹¦£¬È«²¿±»Õ¼ÁìµÄ½®ÍÁ¶¼½«±»ÎÒÃÇ¾ğÈ¡£¬²¢ÇÒÈ«²¿µÄ·â³¼¶¼½«³ÉÎªÎÒÃÇµÄ·â³¼¡£;Si notre population devient trop importante, nous pouvons envahir un autre pays pour nous emparer de ses pâturages? Si nous réussissons, tous les territoires occupés seront saisis et tous les vassaux nous appartiendront.;Wenn unsere Bevölkerung zu gro?wird, können wir in ein anderes Reich einfallen, um das dortige Weideland in Besitz zu nehmen. Im Erfolgsfall wird das besetzte Gebiet mit sämtlichen dort befindlichen Vasallen an uns fallen.;;Si nuestra población se hace demasiado grande, podemos invadir otro reino para apoderarnos de sus tierras de pastoreo. Si tenemos éxito, todo el territorio ocupado ser?confiscados y todos los vasallos serán nuestros.;;;;;;;;;x
CB_NAME_PAGAN_SUBJUGATION;Õ÷·ş;Assujettissement;Unterwerfung;;Subyugación;;;;;;;;;x
WAR_NAME_PAGAN_SUBJUGATION;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$µÄÕ÷·şÕ½Õù;$ORDER$Guerre d'assujettissement $FIRST_ADJ$-$SECOND_ADJ$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Unterwerfungskrieg;;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Guerra de subyugación;;;;;;;;;x
tribal_subjugation_tip;§Y[Root.GetTitledFirstName]§!Õ÷·ş§Y[This.GetTitledName]§!\n;§Y[Root.GetTitledFirstName]? assujettit §Y[This.GetTitledName]?\n;§Y[Root.GetTitledFirstName]? unterwirft §Y[This.GetTitledName]?\n;;§Y[Root.GetTitledFirstName]? subyuga §Y[This.GetTitledName] ?\n;;;;;;;;;x
POPULATION_FACTOR_LOWER_THAN;ÈË¿ÚÉÙÓÚ×î´óÖµµÄ§Y$PERC$%§!;La population est inférieure ?§Y$PERC$%? de son seuil maximum;Bevölkerung weniger als §Y$PERC$%? des Maximums;;Población menos de §Y$PERC$%? del máximo;;;;;;;;;x
POPULATION_FACTOR_AT_LEAST;ÈË¿ÚÖÁÉÙÊÇ×î´óÖµµÄ§Y$PERC$%§!;La population est au moins ?§Y$PERC$%? de son seuil maximum;Bevölkerung mindestens §Y$PERC$%? des Maximums;;Población por lo menos §Y$PERC$%? del máximo;;;;;;;;;x
action_collect_tribute;ÊÕ¼¯¹±Æ·;Collecter un tribut;Tribut eintreiben;;Recaudar tributo;;;;;;;;;x
action_collect_tribute_desc;ÅÉ³öÄãµÄ[GetTreasurerName]È¥ÊÕ¼¯·â³¼ºÍ¸½ÊôÍ³ÖÎÕßµÄ¶îÍâµÄ¹±Æ·¡£Õâ²»»áÈÃËûÃÇÌ«¸ßĞË¡­¡­;Envoyez votre [GetTreasurerName] pour collecter les contributions supplémentaires auprès de vos vassaux et souverains tributaires. Ceci risque de fortement leur déplaire...;Sendet Euren [GetTreasurerName] aus, um zusätzliche Mittel von Vasallen und tributpflichtigen Herrschern einzutreiben. Dies wird nicht gerade für Begeisterung sorgen...;;Envía tu [GetTreasurerName] para recoger las contribuciones adicionales de los gobernantes vasallos y tributarios. Esto no les gustar?mucho...;;;;;;;;;x
squeezed_for_extra_tribute;Ñ¹Õ¥¶îÍâ¹±Æ·;Contraint(e) ?payer un tribut supplémentaire;Für Zusatztribute ausgepresst;;Exprimido por un tributo adicional;;;;;;;;;x
refused_extra_tribute;¾Ü¾ø¶îÍâ¹±Æ·;A refus?de payer un tribut supplémentaire;Verweigerte Zusatztribut;;Rechazado tributo adicional;;;;;;;;;x
EVTNAME20225;¶îÍâµÄ¹±¸³;Contributions supplémentaires;Zusätzliche Mittel;;Contribuciones adicionales;;;;;;;;;x
EVTDESC20225;ÎÒµÄÁìÖ÷£¬[Root.Liege.GetTitledFirstName]Ò»Ö±ÒªÇóÎÒ´Ó[tribute_giver.GetTitledName]ÊÕÈ¡¶îÍâµÄ¹±Æ·¡£²éÇå[tribute_giver.GetPossPronoun]²ÆÕş²¢²»ÈİÒ×£¬µ«ÎÒÖÕÓÚÖªµÀÎÒÓ¦¸ÃË÷Òª¶àÉÙ¡­¡­;M[Root.Liege.GetHerHis] [Root.Liege.GetLordLady] lige, [Root.Liege.GetTitledFirstName], m'a donné[Root.GetNoneE] l'ordre de collecter le tribut supplémentaire auprès de [tribute_giver.GetTitledName]. Il n'a pas ét?facile d'examiner ses finances, mais j'ai enfin détermin?la somme ?demander...;Mein Lehnsherr, [Root.Liege.GetTitledFirstName] hat mit mich mit der Erhebung zusätzlicher Tribute von [tribute_giver.GetTitledName] beauftragt. Es war schwer, einen Überblick über die Finanzen zu gewinnen, doch nun wei?ich endlich, wie viel ich verlangen darf...;;Mi señor, [Root.Liege.GetTitledFirstName], me ha encargado recoger un tributo adicional de [tribute_giver.GetTitledName]. No ha sido fácil revisar [tribute_giver.GetPossPronoun] finanzas, pero finalmente s?cuánto debo exigir...;;;;;;;;;x
EVTOPTA20225;Ìá³öÎÒµÄÒªÇó;Présenter ma demande;Meine Forderung übergeben;;Presentar mi petición;;;;;;;;;x
EVTOPTB20225;ÎÒÓ¦¸ÃÍÏÑÓÒ»ÏÂ¡­¡­;Je devrais remettre ça ?plus tard...;Ich sollte es noch hinauszögern...;;Debería dejarlo pasar...;;;;;;;;;x
EVTTOOLTIP_20226;[tribute_giver.GetFirstName]»ØÓ¦ÎÒµÄÒªÇó¡£;[This.GetFirstName] répond ?ma demande.;[tribute_giver.GetFirstName] antwortet auf meine Forderung.;;[tribute_giver.GetFirstName] responde a mi petición.;;;;;;;;;x
EVTDESC20226;ÄÇ¸ö[GetRootFromInsult]£¬[From.GetTitledFirstName]£¬ÔÚÕâÀï´ú±í[From.Liege.GetTitledName]ÒªÇó¶îÍâ'¹±¸³'£¡;Cette espèce [GetRootFromInsultNounAdj], [From.GetTitledFirstName], vient se présenter ici et ose demander des « contributions » supplémentaires au nom de [From.Liege.GetTitledName]?;[From.GetTitledFirstName] ist hier und verlangt im Namen von [From.Liege.GetTitledName] zusätzliche "Mittel"! Verfluchte [GetRootFromInsult]!;;"¡El [GetRootFromInsult] de [From.GetTitledFirstName], est?aqu?exigiendo más ""contribuciones"" en nombre de [From.Liege.GetTitledName]!";;;;;;;;;x
EVTOPTA20226;½ÓÊÜÒªÇó;Accepter la demande;Forderungen akzeptieren;;Acepta la petición;;;;;;;;;x
EVTOPTB20226;¾Ü¾ø¡£Ë­ÅÂË­°¡£¡;Refuser. Je me fiche des conséquences?;Nein! Zum Teufel mit den Konsequenzen!;;Rehusar, ¡y que le den a las consecuencias!;;;;;;;;;x
EVTDESC20227;[From.GetTitledFirstName]Ã÷ÖÇ¡ª¡ªËäÈ»²»ÇéÔ¸µØ¡ª¡ª½ÓÊÜÁËÎÒµÄÒªÇóÎªÎÒµÄ¾ıÖ÷£¬[Liege.GetTitledFirstName]ÉÏ½»¶îÍâµÄ¹±¸³¡£È»¶ø£¬ÎÒµ£ĞÄÕâ»áÉËº¦ÎÒÃÇÖ®¼äµÄ¹ØÏµ¡­¡­;[From.GetTitledFirstName], bien que réticent[From.GetNoneE], a sagement accept?ma demande de payer des contributions supplémentaires ?m[Root.Liege.GetHerHis] [Root.Liege.GetLordLady] lige, [Liege.GetTitledFirstName]. Ceci dit, j'ai bien peur que cela ait terni notre relation...;[From.GetTitledFirstName] hat, wenn auch widerwillig, genug Weisheit bewiesen, um meine Forderungen nach zusätzlichen Tributen für meinen Lehnsherrn [Liege.GetTitledFirstName] zu erfüllen. Leider hat dies unseren Beziehungen geschadet, fürchte ich...;;[From.GetTitledFirstName] sabiamente - aunque de mala gana - acept?mi petición de contribuciones adicionales a mi señor [Liege.GetTitledFirstName]. Sin embargo, temo que esto haya hecho daño a nuestras relaciones...;;;;;;;;;x
EVTDESC20228;ÎÒ¸ßĞ§µÄ[From.GetJobTitle]£¬[From.GetTitledFirstName]£¬ÒÑ¾­Éè·¨´Ó[FromFrom.GetTitledName]¼·³öÁËÒ»Ğ©¶îÍâÇ®²Æ¡£ËäÈ»ÎÒµ£ĞÄ[FromFrom.GetSubjectPronoun]¶ÔÓÚÕâÊÂ²»»áÌ«¸ßĞË¡­¡­;Votre [From.GetJobTitle] [From.GetTitledFirstName] a une fois de plus prouv?son efficacit?et a soutir?un peu plus d'argent ?[FromFrom.GetTitledName]. Vous craignez cependant qu'[FromFrom.GetSubjectPronoun] ne se réjouisse pas de cette situation...;Mein tatkräftiger [From.GetJobTitle], [From.GetTitledFirstName], hat es fertiggebracht, [FromFrom.GetTitledName] weiteres Geld abzupressen. Allerdings ist [FromFrom.GetSubjectPronoun] darüber nicht gerade erfreut, fürchte ich...;;Mi eficiente [From.GetJobTitle], [From.GetTitledFirstName], ha conseguido sacar un poco de dinero extra de [FromFrom.GetTitledName]. Aunque temo que [FromFrom.GetSubjectPronoun] no est?demasiado feliz con esto...;;;;;;;;;x
EVTDESC20229;[From.GetTitledFirstName]º·È»¾Ü¾øÎªÎÒµÄ¾ıÖ÷¸¶³ö¶îÍâ¹±¸³µÄÒªÇó£¬[Liege.GetTitledFirstName]£¬×Ô³Æ[From.GetSubjectPronoun]Ã»ÓĞÕâÑùµÄÒåÎñ£¡;[From.GetTitledFirstName] a scandaleusement refus?ma demande de payer des contributions supplémentaires ?m[Root.Liege.GetHerHis] [Root.Liege.GetLordLady] lige, [Liege.GetTitledFirstName], prétendant qu'[From.GetSubjectPronoun] ne doit aucunement s'acquitter d'une telle obligation?;[From.GetTitledFirstName] besa?die Frechheit, meine Forderungen bezüglich zusätzlicher Geldmittel für meinen Lehnsherrn [Liege.GetTitledFirstName] abzulehnen und behauptet, für so etwas bestünde weder Anlass noch Verpflichtung!;;[From.GetTitledFirstName] rechaz?escandalosamente mi petición de contribuciones adicionales para mi señor, [Liege.GetTitledFirstName], ¡afirmando que [From.GetSubjectPronoun] no tiene este tipo de obligaciones!;;;;;;;;;x
EVTOPTA20229;ÄÇ¸ö[GetRootFromInsult]£¡;Quelle espèce de [GetRootFromInsultNounAdj]?;[GetRootFromInsult]!;;¡Ser?[GetRootFromInsult]!;;;;;;;;;x
EVTDESC20231;ÄÇ¸ö[GetRootFromFromInsult]£¬[FromFrom.GetTitledFirstName]£¬º·È»¾Ü¾øÍ¨¹ıÎÒµÄ[Root.GetTreasurerName]£¬[From.GetTitledFirstName]½»ÄÉ¶îÍâ¹±Æ·£¡;Cette espèce [GetRootFromFromInsultNounAdj], [FromFrom.GetTitledFirstName], a scandaleusement refus?de payer les contributions supplémentaires exigées par notre [Root.GetTreasurerName], [From.GetTitledFirstName]?;[FromFrom.GetTitledFirstName] besa?die Frechheit, die Zahlung zusätzlicher Tribute, wie [Root.GetTreasurerName] [From.GetTitledFirstName] sie forderte, abzulehnen! [GetRootFromFromInsult]!;;¡El [GetRootFromFromInsult] de [FromFrom.GetTitledFirstName], se neg?escandalosamente a pagar el tributo adicional exigido por mi [Root.GetTreasurerName], [From.GetTitledFirstName]!;;;;;;;;;x
EVTOPTA20231;ÎÒ²»»áÍü¼ÇÕâ¸ö¡­¡­;Je n'oublierai point ceci...;Das werde ich nicht vergessen...;;No olvidar?de esto...;;;;;;;;;x
action_train_troops_nomadic;ÑµÁ·Õ½Ê¿;Entraîner des guerriers;Krieger ausbilden;;Adiestrar guerreros;;;;;;;;;x
action_train_troops_nomadic_desc;ÅÉ³öÄãµÄ[GetMarshalName]Ôö¼ÓÄãµÄÈËÁ¦»Ö¸´¡£;Envoyez votre [GetMarshalName] pour augmenter votre développement de nouvelles recrues.;Sendet Euren [GetMarshalName] aus, um die Mannstärke schneller wiederherzustellen.;;Envía a tu [GetMarshalName] para aumentar a regeneración de tu mano de obra.;;;;;;;;;x
action_clan_sentiment;Ôö½ø²¿×å¹Û¸Ğ;Améliorer le sentiment du clan;Klanmeinung verbessern;;Mejorar el sentimiento de Clan;;;;;;;;;x
action_clan_sentiment_desc;ÅÉ³öÄãµÄ[GetChancellorName]È¥Ìá¸ßÄã²¿×åÔÚÁíÒ»¸ö²¿×åÑÛÖĞµÄ×ğÖØ¡£;Envoyez votre [GetChancellorName] pour améliorer l'image de votre clan aux yeux d'un autre.;Sendet Euren [GetChancellorName] aus, um bei einem fremden Klan das Ansehen Eures eigenen Klans zu erhöhen.;;Envía tu [GetChancellorName] para mejorar la autoestima de su clan a los ojos de otro clan.;;;;;;;;;x
clan_propaganda_effort;Ğû´«Å¬Á¦;Efforts de propagande;Propagandamaßnahme;;Esfuerzo de propaganda;;;;;;;;;x
won_tributary_war;Ó®µÃ¸½ÊôÕ½Õù;A gagn?une guerre tributaire;Sieg im Tributkrieg;;Guerra tributaria ganada;;;;;;;;;x
opinion_driven_from_my_lands;±»¸Ï³öÎÒµÄÍÁµØ;Chass?e) de mes terres;Aus meinem Land vertrieben;;Expulsados de mi tierra;;;;;;;;;x
SENTIMENT_CLANS_WANT_MORE_LAND;²¿Âä¿ÊÍû¸ü¶àÍÁµØ;Les clans veulent davantage de terres;Klans verlangen mehr Land;;Los clanes quieren más tierra;;;;;;;;x
EVTNAME20235;Ò»´ÎÈÙÒ«µÄ³ÂÊö;Une mention honorable;Lobende Anerkennung;;Una mención honorífica;;;;;;;;;x
EVTDESC20235;²¿×åÖĞ´ó²¿·Ö³¤ÕßÃÇ¶¼ÔÚ[Root.Location.GetName]¾Û¼¯ÆğÀ´¡£ÕâÊÇ½²Êö[Root.Liege.GetTitledFirstNameNoRegnal]²¿×å¾Ş´óÈÙÒ«µÄ»Æ½ğÊ±»ú¡­¡­;La plupart des anciens du clan se sont réunis ?[Root.Location.GetName]. Voici l'opportunit?parfaite de leur parler du grand honneur du clan de [Root.Liege.GetTitledFirstNameNoRegnal]...;Der Großteil der Klanältesten ist in [Root.Location.GetName] zusammengekommen. Das ist die perfekte Gelegenheit, um ihnen davon zu berichten, wie ruhmreich der Klan von [Root.Liege.GetTitledFirstNameNoRegnal] ist...;;La mayoría de los ancianos de los clanes se reúnen en [Root.Location.GetName]. Esta es una oportunidad de oro para informarles sobre el gran honor del clan de [Root.Liege.GetTitledFirstNameNoRegnal]...;;;;;;;;;x
EVTOPTA20235;½²¸øËûÃÇÕâÑùÒ»¸ö¹ÊÊÂ¡­¡­;Je vais leur raconter une de ces histoires...;Erzählt ihnen, was sie hören wollen...;;Cuéntales un cuento tal...;;;;;;;;;x
EVTOPTB20235;Ê²Ã´¡®¾Ş´óÈÙÒ«¡¯£¿;C'est quoi, un « grand honneur »?;Wie bitte? Ruhmreich?;;¿Qu?'gran honor'?;;;;;;;;;x
EVTDESC20236;ÎÒĞÅÈÎµÄ[Root.GetChancellorName]£¬[From.GetTitledFirstName]£¬´Ó[target_chief.Clan.GetBaseName]²¿×å»ã±¨ÈÎÎñ³É¹¦¡£ÏÖÔÚËûÃÇµÄ³¤Õß¸üÏ²»¶[Root.Clan.GetName]ÁË£¡;[From.GetTitledFirstName], en qui j'ai confiance et qui occupe le poste de [Root.GetChancellorName], m'a fait part du succès du clan de [target_chief.Clan.GetBaseName]. Leurs anciens apprécient désormais d'autant plus le clan [Root.Clan.GetName]?;Mein treuer [Root.GetChancellorName], [From.GetTitledFirstName], berichtet über Erfolge beim Klan von [target_chief.Clan.GetBaseName]. Die Klansältesten haben nun eine wesentlich bessere Meinung von den [Root.Clan.GetName]!;;Mi leal [Root.GetChancellorName], [From.GetTitledFirstName], informa del éxito del clan de [target_chief.Clan.GetBaseName]. ¡A sus ancianos ahora les gusto mucho más el [Root.Clan.GetName]!;;;;;;;;;x
INCOME_TRIBUTE;¹±Æ·;Tributs;Tribute;;tributos;;;;;;;;;x
EXPENSE_TRIBUTE;¹±Æ·;Tribut;Tribut;;tributo;;;;;;;;;x
#EXPENSE_TRIBUTE;Tribute;;Tribut;;tributo;;;;;;;;;x;
PAYS_TRIBUTE_TO;ÊÇ§Y$OTHER$§!µÄ¸½Êô;Est tributaire de §Y$OTHER$?;Ist tributpflichtig gegenüber §Y$OTHER$?;;Es tributario de §Y$OTHER$?;;;;;;;;;x
PAYS_NOT_TRIBUTE_TO;²»ÊÇ§Y$OTHER$§!µÄ¸½Êô;N'est pas tributaire de §Y$OTHER$?;Ist NICHT tributpflichtig gegenüber §Y$OTHER$?;;NO es tributario de §Y$OTHER$?;;;;;;;;;x
free_tributary_cb_desc;Äã¿ÉÒÔ·¢¶¯Õ½ÕùÊ¹Äã»òÄãµÄÒ»Ãû·â³¼°ÚÍÑ¸½ÊôµØÎ»¡£;Vous pouvez déclarer la guerre pour libérer l'un de vos vassaux ou vous-même du statut de tributaire.;Ihr könnt eine Kriegserklärung aussprechen, um Euch oder einen Eurer Vasallen vom Status der Tributpflichtigkeit zu befreien.;;Puedes declarar la guerra para liberar a ti mismo o a uno de sus vasallos del estado de tributario.;;;;;;;;;x
alert_available_minor_title_name;ÓĞ¿ÕÓà´ÎÒªÍ·ÏÎ;Titre mineur disponible;Niederer Titel verfügbar;;Título menor disponible;;;;;;;;;x
alert_available_targetted_decision_name;¿É½øĞĞÌØÊâ½ÇÉ«ĞĞÎª;Actions spéciales de personnage possibles;Spezielle Personenaktionen möglich;;Acciones especiales de personaje posibles;;;;;;;;;x
alert_available_title_decision_name;¿É½øĞĞÌØÊâÍ·ÏÎĞĞÎª;Actions spéciales de titre possibles;Spezielle Titelaktionen möglich;;Acciones especiales del título posibles;;;;;;;;;x
alert_available_settlement_decision_name;¿ÉÖ´ĞĞÌØÊâµØ²úĞĞÎª;Actions spéciales de propriétés possibles;Spezielle Liegenschaftsaktionen möglich;;Acciones especiales de la posesión posibles;;;;;;;;;x
alert_inefficent_land_management_name;ÍÁµØ¹ÜÀíĞ§ÂÊµÍÏÂ;Gestion des terres inefficace;Ineffiziente Landverwaltung;;Ineficaz gestión de la tierra;;;;;;;;;x
REVOKE_TITLE_INTERACTION_2I;ÒòÎª§Y[Recipient.GetTitledFirstName]§!ÊÇ¸ö²¿ÂäµÄÒ°ÂùÈË, ÎÒÃÇµÄ·â³¼½«²»»á·´¶Ô¡£;Puisque §Y[Recipient.GetTitledFirstName]? est un barbare tribal, nos vassaux ne s'y opposeront pas.;Da es sich bei §Y[Recipient.GetTitledFirstName]? um einen Barbaren eines Stammes handelt, werden unsere Vasallen keinen Einspruch erheben.;;Como §Y[Recipient.GetTitledFirstName]? es un bárbaro tribal, nuestros vasallos no pondrán objeciones.;;;;;;;;;x
religious_desc;§Y$CLAIMANT$§!¿ÉÒÔÓÃÕâ¸öĞûÕ½ÀíÓÉ¶áÈ¡Òì½ÌÍ½§Y$TARGET$§!ÔÚ§Y$TITLE$§!·¨ÀíÄÚµÄËùÓĞÁìµØ¡£´ËĞûÕ½ÀíÓÉÕë¶ÔÁÚ¾ÓÊ±ÓĞĞ§£¬¶øÈç¹û¹¥»÷·½»òÕß·ÀÓù·½Ö®Ò»ÊÇÄÂË¹ÁÖ£¬»òÕß¹¥»÷·½×Ú½ÌµÄ´óÊ¥Õ½Ê±´úÒÑ¿ªÆô£¬ÔòÒ²ÄÜÕë¶Ô×î¶àÁ½¸öº£Çø¾àÀëÄÚµÄÒì½ÌÍ½¡£;§Y$CLAIMANT$? peut utiliser ce casus belli pour s'emparer de tous les titres que possède l'infidèle §Y$TARGET$? au sein du §Y$TITLE$? de jure. Ce casus belli est valide contre des pays frontaliers, mais aussi jusqu'?deux zones maritimes de distance si l'attaquant ou le défenseur est un musulman, ou encore si l'ère des grandes guerres saintes a commenc?pour la religion de l'attaquant.;§Y$CLAIMANT$? kann diesen Kriegsgrund dazu benutzen, dem ungläubigen Ziel §Y$TARGET$? sämtliche Titel unter dem de jure-Titel §Y$TITLE$? abzunehmen. Dieser Kriegsgrund ist gültig gegenüber Nachbarn und gegenüber Ungläubigen, wenn das Gebiet maximal zwei Seezonen entfernt ist und es sich bei Angreifer oder Verteidiger um Muslime handelt oder wenn der Angreifer einer Religion folgt, die in das Zeitalter der Großen Heiligen Kriege eingetreten ist.;;§Y$CLAIMANT$? puede utilizar este casus belli para apoderarse de todos los títulos que posee el infiel, §Y$TARGET$?, dentro de los de jure §Y$TITLE$?. Este Casus Belli es válido contra vecinos, y también contra los infieles hasta a dos marítimas de distancia, si el defensor o el atacante es un musulmán, o si la época de la Gran guerra santa ha comenzado por la religión del atacante.;;;;;;;;;x
INTERACTION_REQUIRES_NO_UNITS_IN_ENEMY;ÔÚÎÒÃÇÈ±ÉÙµØ²úµÄµĞ¶ÔÊ¡·İÎÒÃÇÃ»ÓĞ²¿¶Óµ¥Î»;Nous n'avons pas d'unités dans des comtés ennemis o?nous n'avons pas de propriétés;Wir haben keine Einheiten in feindlichen Provinzen, in denen wir keine Liegenschaften haben;;No tenemos unidades en provincias enemigas donde carezcamos de posesiones;;;;;;;;;x
EVTDESC236_NC;²»ÄÜ¼ÌĞøÈİÈÌ[Root.GetTitledFirstName]µÄ±°ÁÓĞĞ¾¶ÁË£¡ÎÒÃÇÒ»ÖÂÍ¬ÒâÓ¦½«[Root.GetSubjectPronoun]¿ª³ı½Ì¼®£¡;Nous ne pouvons plus tolérer les infâmes excès de [Root.GetTitledFirstName]. Nous avons décid?de l'excommunier?;Die abscheulichen Exzesse von [Root.GetTitledFirstName] können nicht länger hingenommen werden. Wir stimmen zu, dass [Root.GetSubjectPronoun] exkommuniziert werden muss!;;¡No podemos seguir tolerando los viles excesos de [Root.GetTitledFirstName]! ¡Estamos de acuerdo en que [Root.GetSubjectPronoun] debe ser excomulgado!;;;;;;;;;x
ASK_FOR_EXCOMMUNICATION_INTERACTION_TITLE_HEAD;¿ª³ı½Ì¼®;Excommunier;Exkommunizieren;;Excomulgar;;;;;;;;;x
ASK_FOR_EXCOMMUNICATION_INTERACTION_DESC_HEAD;Áî§Y[ThirdPartyCharacter.GetBestName]§W¿ª³ı½Ì¼®¡£½«»á»¨·ÑÄã§R100§Wò¯³Ï²¢ÇÒ»á±»[ThirdPartyCharacter.GetPossPronoun]µÄÇ×ÆİÊÓÎªÎêÈè¡£;Excommuniez §Y[ThirdPartyCharacter.GetBestName]§W. Il vous en coûtera §R100§W de piét? et l'acte sera perçu comme une insulte par ses proches.;§Y[ThirdPartyCharacter.GetBestName]§W exkommunizieren lassen. Dies kostet Euch §R100§W Pietät und wird von den Verwandten der exkommunizierten Person als Beleidigung aufgefasst.;;Haz excomulgar a §Y[ThirdPartyCharacter.GetBestName]§W. Esto te costar?§R100§W piedad y pueda ser vista como un insulto por [ThirdPartyCharacter.GetPossPronoun] parientes.;;;;;;;;;x
ASK_FOR_EXCOMMUNICATION_INTERACTION_0_HEAD;Áî§Y[ThirdPartyCharacter.GetBestName]§W¿ª³ı½Ì¼®¡£½«»á»¨·ÑÄã§R$COST$§WµÄò¯³Ï²¢ÇÒ»á±»[ThirdPartyCharacter.GetPossPronoun]µÄÇ×ÆİÊÓÎªÎêÈè¡£;Excommuniez §Y[ThirdPartyCharacter.GetBestName]§W. Il vous en coûtera §R$COST$§W de piét? et l'acte sera perçu comme une insulte par ses proches.;§Y[ThirdPartyCharacter.GetBestName]§W exkommunizieren lassen. Dies kostet Euch §R$COST$§W Pietät und wird von den Verwandten der exkommunizierten Person als Beleidigung aufgefasst.;;Haz excomulgar a §Y[ThirdPartyCharacter.GetBestName]§W. Esto te costar?§RCOST§W piedad y pueda ser vista como un insulto por [ThirdPartyCharacter.GetPossPronoun] parientes.;;;;;;;;;x
ASK_TO_LIFT_EXCOMMUNICATION_INTERACTION_DESC_HEAD;½â³ı§Y[ThirdPartyCharacter.GetBestName]§WµÄ¿ª³ı½Ì¼®×´Ì¬¡£;Levez l'excommunication de §Y[ThirdPartyCharacter.GetBestName]§W.;Die Exkommunikation von §Y[ThirdPartyCharacter.GetBestName]§W aufheben.;;Levantar la excomuni¢n de §Y[ThirdPartyCharacter.GetBestName]§W.;;;;;;;;;x
ASK_TO_LIFT_EXCOMMUNICATION_INTERACTION_0_HEAD;½â³ı§Y[ThirdPartyCharacter.GetBestName]§WµÄ¿ª³ı½Ì¼®×´Ì¬¡£Õâ½«»á»¨·ÑÄã§R$COST$§Wò¯³Ï¡£;Levez l'excommunication de §Y[ThirdPartyCharacter.GetBestName]§W. Il vous en coûtera §R$COST$§W de piét?;Die Exkommunikation von §Y[ThirdPartyCharacter.GetBestName]§W aufheben. Dies kostet Euch §R$COST$§W Pietät.;;Levantar la excomuni¢n de §Y[ThirdPartyCharacter.GetBestName]§W.Esto te costar §R$COST$§W piedad.;;;;;;;;;x
DESIGNATE_HEIR_PROGENY;ÄãÖ»ÄÜÇÕµãÄãµÄ×ÓÅ®;Vous ne pouvez désigner qu'un de vos enfants;Hierfür kommen nur Eure Kinder in Frage.;;Sólo puedes designar tus hijos;;;;;;;;;x
EVTDESC327;Î°´óµÄ[Root.GetTitledFirstName]¶Ô[New.GetTitledName]¡¢ÒÔ¼°ÔÚ[From.GetFullBaseName]µÄ¡®[New.Religion.GetHighGodName]¡¯ĞÅÍ½ÃÇ·¢¶¯ÁË[Root.Religion.GetCrusadeName]£¡ÒÔ[Root.Religion.GetHighGodName]Ö®Ãû£¬ËùÓĞÕæÕıµÄ[Root.Religion.GetName]ÈË¶¼±»ºÅÕÙ¼ÓÈëÕ½Õù£¡\n\n[Root.Religion.GetRandomEvilGodName]µÄºÚ°µ»¯Éí±ØĞë±»ÖÎÓúÖ®ÑæÇåÏ´£¡;[Root.GetTitledFirstName], dans sa grandeur, a déclar?une [Root.Religion.GetCrusadeName] contre [New.GetTitledName] et les partisans de la religion de [New.Religion.GetHighGodName] au sein de [From.GetFullBaseName]? Tous les vrais fidèles aux croyances de [Root.Religion.GetName] sont appelés aux armes au nom de [Root.Religion.GetHighGodName]?\n\nLes manifestations sinistres de [Root.Religion.GetRandomEvilGodName] doivent être purgées dans les flammes purificatrices?;[Root.GetTitledFirstName] hat einen [Root.Religion.GetCrusadeName] gegen [New.GetTitledName] und die Anhänger von '[New.Religion.GetHighGodName]' in [From.GetFullBaseName] ausgerufen! Alle Männer, die sich wahrhaftig zum [Root.Religion.GetName] bekennen, sind aufgerufen, im Namen von [Root.Religion.GetHighGodName] in den Krieg zu ziehen!\n\n In heiliger Flamme sollen die finsteren Verkörperungen von [Root.Religion.GetRandomEvilGodName] vergehen!;;El gran [Root.GetTitledFirstName] ha declarado [Root.Religion.GetCrusadeName] contra [New.GetTitledName]y los seguidores de [New.Religion.GetHighGodName] en el [From.GetFullBaseName]! ­Se llama a las armas a todos los verdaderos hombres del [Root.Religion.GetName] contra el viejo archienemigo!\n\n Las manifestaciones oscuras de [Root.Religion.GetRandomEvilGodName]  debe ser limpiado en llamas que se curan!;;;;;;;;;x
