;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
haughty;自大;Enfant au caract鑢e hautain;躡erheblich;;altanero/a;;;;;;;;;x
EVTOPTE_ZE_12002;多么弱小，多么可爱.;Tellement faible, tellement adorable.;Wie schwach?.. und wie s.;;Que d閎il, qu?adorable.;;;;;;;;;x
EVTOPTF_ZE_12002;那是所有人的房间.;Il y a de la place pour tout le monde.;Es ist Platz f黵 jeden.;;Hay sitio para todos.;;;;;;;;;x
EVTDESCB_ZE_12004;当我在打 [From.GetHerHim]时, [From.GetTitledFirstName] 向我表达了 [From.GetHerHis] 愤怒， 但当狗咬向 [From.GetHerHim]脚踝时我设法避开了.;Alors que je [From.GetHerHim] frappais, [From.GetTitledFirstName] a retourn?sa col鑢e contre moi, mais j'ai r閡ssi ?m'enfuir alors que le chien lui mordait les chevilles.;Als ich [From.GetHerHim] schlage, wendet [From.GetTitledFirstName] seinen/ihren Zorn gegen mich, aber ich kann fl點hten, als der Hund [From.GetHerHim] ins Bein bei遲.;;Mientras [From.GetHerHim] pego, [From.GetTitledFirstName] vuelve [From.GetHerHis] ira contra m? pero logro mientras el perro [From.GetHerHim] muerde en el tobillo.;;;;;;;;;x
EVTOPTC_ZE_12004;[From.GetSheHeCap] 会发现我是个劲敌！;[From.GetSheHeCap] d閏ouvrira assez vite que je suis un redoutable ennemi?;[From.GetSheHeCap] wird es noch bereuen, mich zum Feind zu haben!;;From.GetSheHeCap] descubrir?que soy un enemigo temible!;;;;;;;;;x
EVTOPTD_ZE_12004;现在, 我的玩具在哪...?;Bon, o?sont mes jouets...?;Und jetzt, wo sind meine Spielsachen?..?;;Bueno, 縟髇de est醤 mis juguetes...?;;;;;;;;;x
opinion_complicity;同谋;Complicit?Komplizen;;Complicidad;;;;;;;;;x
opinion_contempt;蔑视;D閐ain;Verachtung;;Desprecio;;;;;;;;;x
EVTDESCC_ZE_12004;我对这些傲慢的农民的处理产生了使他们更生气的不幸的结果.;Ma fa鏾n de traiter ce paysan arrogant a eu le malheur d'en mettre davantage en col鑢e.;Meine Reaktion gegen黚er dem dreisten Bauern hatte die bedauerliche Nebenwirkung, dass nun noch mehr von ihnen aufgebracht sind.;;Mi tratamiento de ese campesino engre韉o ha tenido el efecto inoportuno de volverlos a鷑 m醩 enojados.;;;;;;;;;x
EVTDESCD_ZE_12004;我对这些傲慢的农民的处理真的让他和其他人服服帖帖.;Ma fa鏾n de traiter ce paysan arrogant l'a vraiment remis ?sa place, et les autres aussi.;Meine Reaktion gegen黚er dem dreisten Bauern hat ihm und den seinen gezeigt, wo ihr Platz ist.;;Mi tratamiento de ese campesino engre韉o de verdad puso a 閘 y a los dem醩 en su lugar.;;;;;;;;;x
EVTOPTE_ZE_12004;我们会给予他们应得的.;Nous nous occuperons d'eux comme ils le m閞itent.;Wir werden so handeln, wie sie es verdienen.;;Trataremos con ellos como merecen.;;;;;;;;;x
EVTOPTF_ZE_12004;我知道如何处理这些事情.;Je sais comment g閞er ces choses-l?;Ich wei? was bei solch einer Sache zu tun ist.;;S?c髆o manejar estas cosas.;;;;;;;;;x
EVTDESCA_ZE_13001;现在我实际上已经是个成年人, 如果他们知道什么是对他们有利的那最好听从我.;Je suis pratiquement un adulte, maintenant, et les gens feraient mieux de m'閏outer s'ils ont la moindre id閑 de ce qui est bon pour eux.;Ich bin praktisch schon erwachsen. Die Leute sollten besser auf mich h鰎en, wenn sie klug sind.;;Ahora pr醕ticamente soy adulto, y la gente me deber韆 escuchar si saben lo que es bueno para ellos.;;;;;;;;;x
EVTDESCB_ZE_13001;规则是用于弱者的. 我明白自己要什么.;Les r鑗les sont pour les faibles. Je sais ce que je veux.;Gesetze sind etwas f黵 die Schwachen. Ich wei? was ich haben m鯿hte.;;Las reglas son para los d閎iles. S?lo que quiero.;;;;;;;;;x
EVTDESCC_ZE_13001;我知道自己的价值, 其他人最好不要阻碍我.;Je sais ce que je vaux, et les gens feraient mieux de ne pas se tenir en travers de mon chemin.;Ich kenne meine Position. Es w鋜e das Kl黦ste, wenn niemand sich mir widersetzte.;;S?mi valor, y es mejor que la gente no se interponga en mi camino.;;;;;;;;;x
EVTOPTA_ZE_13001;我不愿屈服于任何人.;Je ne courberai pas l'閏hine devant qui que ce soit?;Ich werde mich vor niemandem verbeugen.;;No me inclinar?ante nadie.;;;;;;;;;x
EVTOPTB_ZE_13001;而且我知道在哪里可以得到它.;Et je sais o?me le procurer.;Und ich wei? wo ich es bekomme.;;Y s?d髇de conseguirlo.;;;;;;;;;x
EVTOPTC_ZE_13001;如果他们反对我会碾碎他们.;S'ils protestent, je les 閏raserai.;Wenn sie protestieren, werde ich sie zermalmen.;;Si protestan, los aplastar?;;;;;;;;;x
EVTDESCA_ZE_13002;年轻的 [From.GetFirstName] 对高傲的举止表现出强烈的倾向.;[From.GetFirstName] a une forte tendance ?avoir une attitude fi鑢e.;Klein [From.GetFirstName] zeigt eine starke Neigung zu Stolz.;;El/la joven [From.GetFirstName] muestra fuertes tendencias hacia un comportamiento orgulloso.;;;;;;;;;x
EVTDESCB_ZE_13002;年轻的 [From.GetFirstName] 正在发展出专断的迹象. 每一天都表现得更明显.;[From.GetFirstName] a tendance ?prendre des d閏isions arbitraires. Cela est plus apparent chaque jour qui passe.;Klein [From.GetFirstName] hat einen Hang zur Willk黵. Das wird von Tag zu Tag deutlicher.;;El/la joven [From.GetFirstName] est?desarrollando una veta arbitraria. Cada d韆 lo muestra m醩 claramente.;;;;;;;;;x
EVTDESCC_ZE_13002;年轻的 [From.GetFirstName] 正在表现出对待他人非常残酷的态度.;[From.GetFirstName] fait preuve de cruaut?mesquine envers les autres.;Klein [From.GetFirstName] verh鋖t sich in letzter Zeit h鋟fig grausam.;;El/la joven [From.GetFirstName] muestra bastante crueldad hacia los dem醩.;;;;;;;;;x
EVTOPTA_ZE_13002;[From.GetSheHeCap] 应该显示更多的野心.;[From.GetSheHeCap] devrait faire preuve de plus d'ambition.;[From.GetSheHeCap] sollte etwas mehr Ehrgeiz zeigen.;;[From.GetSheHeCap] deber韆 mostrar m醩 ambici髇.;;;;;;;;;x
EVTOPTB_ZE_13002;很好, 我不需要更多的竞争.;Tout va bien, je n'ai pas besoin de comp閠ition suppl閙entaire.;Kein Problem, ich habe ohnehin schon genug Konkurrenten.;;Est?bien, no necesito m醩 competencia.;;;;;;;;;x
haughty_may_become_ambitious;[From.GetFirstName]变得野心勃勃的机会。;Chance pour [From.GetFirstName] de faire preuve de forte ambition.;Chance, dass [From.GetFirstName] die Eigenschaft Ehrgeizig erh鋖t.;;Posibilidad de [From.GetFirstName] se vuelva Ambicioso.;;;;;;;;;x
EVTDESCA_ZE_13004;[From.GetTitledFirstName] 不喜欢我变得傲慢的趋势并告诉我应该显示出更多的野心.;[From.GetTitledFirstName] d閟approuve ma tendance ?la fiert?et m'a dit que je devrais faire preuve de plus d'ambition.;[From.GetTitledFirstName] ist es nicht recht, dass ich zum Stolz neige, und hat mir aufgetragen, mehr Ehrgeiz zu zeigen.;;[From.GetTitledFirstName] desaprueba mi tendencia al orgullo y me ha dicho que debo mostrar m醩 ambici髇.;;;;;;;;;x
EVTDESCB_ZE_13004;[From.GetTitledFirstName] 不喜欢我变得专断的趋势并告诉我应该显示出更多的野心.;[From.GetTitledFirstName] d閟approuve ma tendance aux d閏isions arbitraires et m'a dit que je devrais faire preuve de plus d'ambition.;[From.GetTitledFirstName] ist es nicht recht, dass ich zur Willk黵 neige, und hat mir aufgetragen, mehr Ehrgeiz zu zeigen.;;[From.GetTitledFirstName] desaprueba mi tendencia a la arbitrariedad y me ha dicho que debo mostrar m醩 ambici髇.;;;;;;;;;x
EVTDESCC_ZE_13004;[From.GetTitledFirstName] 不喜欢我变得残忍的趋势并告诉我应该显示出更多的野心.;[From.GetTitledFirstName] d閟approuve ma tendance ?la cruaut?et m'a dit que je devrais faire preuve de plus d'ambition.;[From.GetTitledFirstName] ist es nicht recht, dass ich zur Grausamkeit neige, und hat mir aufgetragen, mehr Ehrgeiz zu zeigen.;;[From.GetTitledFirstName] desaprueba mi tendencia a la crueldad y me ha dicho que debo mostrar m醩 ambici髇.;;;;;;;;;x
EVTOPTA_ZE_13004;[From.GetSheHeCap] 是对的——我注定是个伟人.;[From.GetSheHeCap] a raison, de grandes choses m'attendent.;[From.GetSheHeCap] hat recht. Ich bin zu Gro遝m berufen.;;[From.GetSheHeCap] tiene raz髇, estoy destinado a grandeza.;;;;;;;;;x
EVTOPTB_ZE_13004;[From.GetSheHeCap] 不能告诉我怎么去做！;[From.GetSheHeCap] ne peut pas me dire quoi faire?;[From.GetSheHeCap] hat mir gar nichts zu sagen!;;From.GetSheHeCap] no puede decirme qu?debo hacer!;;;;;;;;;x
EVTOPTC_ZE_13004;是, [From.GetTitledFirstName]’。;珷Oui, [From.GetTitledFirstName].牷;Ja, [From.GetTitledFirstName]'.;;S? [From.GetTitledFirstName].';;;;;;;;;x
EVTOPTD_ZE_13004;如果我不在 [From.GetHerHis] 食物里下毒，[From.GetSheHeCap]就很幸运了。;[From.GetSheHeCap] aura de la chance si je n'empoisonne pas sa nourriture.;[From.GetSheHeCap] kann froh sein, wenn ich in sein/ihr Essen kein Gift tr鋟fle.;;[From.GetSheHeCap] tendr?suerte si no enveneno [From.GetHerHis] comida.;;;;;;;;;x
EVTDESCA_ZE_13011;我发现给予他人快乐会给我带来极大的快乐.;Faire plaisir aux autres me procure un grand contentement.;Ich stelle fest, dass es mir Freude macht, andere zu erfreuen.;;Descubro que me trae gran alegr韆 traer alegr韆 a los dem醩.;;;;;;;;;x
EVTDESCB_ZE_13011;我和别人相处得很好, 而有些人只追求野心并卷入不必要的冲突中.;Je m'entends bien avec les autres, alors que certaines personnes sont d関or閑s par l'ambition et se retrouvent au c渦r de conflits inutiles.;Ich komme gut mit anderen aus, im Unterschied zu manchen, die durch ihren Ehrgeiz in sinnlose K鋗pfe geraten.;;Me llevo bien con los otros, mientras algunas personas s髄o persiguen ambiciones y se meten en conflictos in鷗iles.;;;;;;;;;x
EVTDESCC_ZE_13011;我知道大多数人是善良的, 而不信任与猜疑不会带来任何好处.;J'ai appris que la plupart des gens sont gentils et qu'il n'y a aucun int閞阾 ?阾re constamment m閒iant et suspicieux.;Wie ich festgestellt habe, sind die Menschen freundlich, und Misstrauen und Argwohn sind unbegr黱det.;;He aprendido que la mayor韆 de la gente es amable, y no aporta ninguna ventaja caminar con desconfianza y recelo.;;;;;;;;;x
EVTOPTA_ZE_13011;善良和蔼能把我们联结在一起.;La gentillesse nous aveugle tous.;G黷e ist die Verbindung zwischen uns allen.;;La amabilidad nos une a todos.;;;;;;;;;x
EVTOPTB_ZE_13011;我需要的东西现在我都有了。;J'ai tout ce dont j'ai besoin juste ici.;Ich habe bereits, was ich brauche.;;Tengo lo que necesito aqu?mismo.;;;;;;;;;x
EVTOPTC_ZE_13011;为什么会有人想要伤害我？;Pourquoi quiconque me voudrait-il du mal?;Warum w黵de mir jemand schaden wollen?;;縋or qu?alguien querr韆 hacerme da駉?;;;;;;;;;x
EVTDESCA_ZE_13012;年轻的 [From.GetFirstName] 正在发展出一种和蔼的对待他人的性格.;[From.GetFirstName] d関eloppe une tendance bienveillante envers les autres.;Klein [From.GetFirstName] entwickelt eine Haltung der G黷e gegen黚er den Mitmenschen.;;El/la joven [From.GetFirstName] est?desarrollando una disposici髇 amable hacia los dem醩.;;;;;;;;;x
EVTDESCB_ZE_13012;年轻的 [From.GetFirstName]很容易满足而且明显缺乏野心.;[From.GetFirstName] c鑔e facilement ?la satisfaction et manque cruellement d'ambition.;Klein [From.GetFirstName] ist leicht zufriedenzustellen und offenbar frei von Ehrgeiz.;;El/la joven [From.GetFirstName] queda satisfecho/a muy f醕ilmente y es obvio que carece de ambici髇.;;;;;;;;;x
EVTDESCC_ZE_13012;年轻的 [From.GetFirstName] 似乎信任每一个人,缺乏任何人类中邪恶的概念.;[From.GetFirstName] semble faire confiance ?tout le monde et ne voit pas le mauvais c魌?de la nature humaine.;Klein [From.GetFirstName] vertraut offenbar jedem und hat nicht die geringste Ahnung vom Schlechten im Menschen.;;El/la joven [From.GetFirstName] parece confiar en todo el mundo, y carece de la idea del mal en la gente.;;;;;;;;;x
EVTOPTA_ZE_13012;[From.GetSheHeCap] 应该更慷慨。;[From.GetSheHeCap] devrait 阾re plus charitable.;[From.GetSheHeCap] muss wohlt鋞iger werden.;;[From.GetSheHe] debe ser m醩 caritativo/a.;;;;;;;;;x
EVTOPTB_ZE_13012;[From.GetSheHeCap] 只能做[From.GetHerselfHimself].;[From.GetSheHeCap] peut seulement 阾re [From.GetHerselfHimself]-m阭e.;[From.GetSheHeCap] kann nur er/sie selbst sein.;;[From.GetSheHe] s髄o puede ser [From.GetHerselfHimself].;;;;;;;;;x
affectionate_may_become_charitable;[From.GetFirstName] 变得慷慨的机会。;Chance pour [From.GetFirstName] de faire preuve de charit?;Chance, dass [From.GetFirstName] die Eigenschaft Wohlt鋞ig erh鋖t.;;Posibilidad de que [From.GetFirstName] se vuelva Caritativo/a.;;;;;;;;;x
EVTDESCA_ZE_13014;[From.GetTitledFirstName] 说 [From.GetSheHe] 除了赞赏我和蔼的性格还认为我可以更多的去帮助别人.;[From.GetTitledFirstName] dit qu'[From.GetSheHe] appr閏ie ma bienveillance, mais pense que je pourrais en faire encore davantage pour aider les autres.;[From.GetTitledFirstName] meint, [From.GetSheHe] wisse meine g黷ige Veranlagung zu sch鋞zen, und dass ich noch mehr tun k鰊ne, um anderen zu helfen.;;[From.GetTitledFirstName] dice que [From.GetSheHe] aprecia disposici髇 amable, pero piensa que pod韆 hacer m醩 para ayudar a los dem醩.;;;;;;;;;x
EVTDESCB_ZE_13014;[From.GetTitledFirstName] 说 [From.GetSheHe] 觉得我太被动并想让我更多的去帮助有困难的人.;[From.GetTitledFirstName] dit que je me manque d'initiative et aimerait que j'en fasse davantage pour aider ceux dans le besoin.;[From.GetTitledFirstName] sagt, ich solle mehr Initiative entwickeln, um jenen, die der Hilfe bed黵fen, zu helfen.;;[From.GetTitledFirstName] dice que [From.GetSheHe] cree que soy demasiado pasivo y le gustar韆 que hiciera m醩 a los otros en necesidad.;;;;;;;;;x
EVTDESCC_ZE_13014;[From.GetTitledFirstName] 希望我要少一点幼稚并付出更多的努力帮助别人.;[From.GetTitledFirstName] souhaiterait que je temp鑢e ma na飗et?et que je fasse plus d'efforts pour venir en aide aux autres.;[From.GetTitledFirstName] meint, ich solle weniger naiv sein und mich mehr darum bem黨en, anderen zu helfen.;;A [From.GetTitledFirstName] le gustar韆 que tuviera menos ingenuidad e hiciera m醩 para ayudar a los dem醩.;;;;;;;;;x
EVTOPTA_ZE_13014;[From.GetSheHeCap] 是对的, 我应该做更多事.;[From.GetSheHeCap] a raison, je devrais en faire davantage.;[From.GetSheHeCap] hat recht. Ich muss mehr tun.;;[From.GetSheHeCap] tiene raz髇, debo hacer m醩.;;;;;;;;;x
EVTOPTB_ZE_13014;我会试试。;Je ferai mon possible.;Ich werde es versuchen.;;Lo intentar?;;;;;;;;x
EVTOPTC_ZE_13014;我能做到的时候就去帮忙, 但很少看到一个有需要的人.;J'aide quand je le peux, mais j'en vois rarement le besoin.;Ich helfe, wo ich kann, aber meistens gibt es keine Veranlassung.;;Ayudo cuando puedo, pero raramente veo una necesidad.;;;;;;;;;x
EVTOPTD_ZE_13014;但是 [Root.TopLiege.GetTitle] 提供了一切，不是吗？;Mais le [Root.TopLiege.GetTitle] subvient certainement aux besoins de tout un chacun, non?;Aber [Root.TopLiege.GetTitle] sorgt doch f黵 uns alle, oder nicht?;;Pero [Root.TopLiege.GetTitle] provee para todos, 縩o?;;;;;;;;;x
EVTDESCA_ZE_13021;当我年纪越来越大,我发现我的谦卑是天生的.;Plus je prends de l'鈍e, plus l'humilit?me vient naturellement.;Nun, da ich etwas 鋖ter bin, entdecke ich, dass Demut in meinem Wesen liegt.;;Seg鷑 voy creciendo, siento que la humidad es algo natural para m?;;;;;;;;;x
EVTDESCB_ZE_13021;我一直觉得保持沉默让别人说话更加舒服.;Je me suis toujours senti plus ?l'aise en restant silencieux et en laissant parler les autres.;Es war mir schon immer recht, den anderen das Reden zu 黚erlassen.;;Siempre me he sentido m醩 c髆odo callando y dejando que otros hablen.;;;;;;;;;x
EVTDESCC_ZE_13021;当我更加了解人生之后, 我发现尽可能远离危险通常是明智的.;Plus j'en apprends sur la vie, plus je trouve qu'il est judicieux de se tenir le plus possible ?l'閏art du danger.;Je 鋖ter ich werde, desto weniger reizt mich das Riskante oder Gef鋒rliche.;;Seg鷑 aprendo m醩 sobre la vida, creo que generalmente es aconsejable permanecer fuera de peligro lo m醩 posible.;;;;;;;;;x
EVTOPTA_ZE_13021;我应该避免傲慢的危险;Je devrais 関iter les dangers de l'orgueil.;Ich muss mich vor den Gefahren des Stolzes in Acht nehmen.;;Debo evitar los peligros del orgullo.;;;;;;;;;x
EVTOPTB_ZE_13021;没有必要吵闹。;Il est inutile d'阾re bruyant.;Es ist unn鰐ig, L鋜m zu machen.;;No hay necesidad de ser ruidoso.;;;;;;;;;x
EVTOPTC_ZE_13021;只有蠢货会冒险.;Seuls les inconscients prennent des risques.;Nur Dummk鰌fe nehmen Risiken in Kauf.;;S髄o los tontos toman riesgos.;;;;;;;;;x
EVTDESCA_ZE_13022;年轻的 [From.GetFirstName] 正显现出自然的谦卑风度.;[From.GetFirstName] est naturellement humble.;Klein [From.GetFirstName] entwickelt eine nat黵liche Demut.;;El/la joven [From.GetFirstName] est?desarrollando una actitud de humildad natural.;;;;;;;;;x
EVTDESCB_ZE_13022;我察觉到年轻的 [From.GetFirstName] 通常会试图不挡别人的道。;J'ai observ?que [From.GetFirstName] essaie habituellement de ne pas se tenir en travers du chemin des autres.;Ich habe beobachtet, dass [From.GetFirstName] f黵 gew鰄nlich versucht, anderen nicht in die Quere zu kommen.;;He observado que el/la joven [From.GetFirstName] por lo general trata de apartarse del camino de los dem醩.;;;;;;;;;x
EVTDESCC_ZE_13022;年轻的 [From.GetFirstName] 似乎总是避免承担任何风险.;[From.GetFirstName] semble constamment 関iter de prendre le moindre risque.;Klein [From.GetFirstName] versucht scheinbar, jeglichen Risiken aus dem Weg zu gehen.;;El/la joven [From.GetFirstName] parece constantemente evitar tomar cualquier riesgo.;;;;;;;;;x
